id,first_name,last_name,year,email,gender,department,quiz_score,lesson_score
960,Shannon,Johnson,1,shannon.johnson.960@gslingacademy.com,female,Computer Science,27,6
961,Samantha,Alexander,2,samantha.alexander.961@gslingacademy.com,female,Computer Science,65,17
962,Justin,Lester,3,justin.lester.962@gslingacademy.com,male,Computer Science,66,93
963,Hunter,Miller,1,hunter.miller.963@gslingacademy.com,male,Information Technology,64,20
964,Shelia,Rogers,4,shelia.rogers.964@gslingacademy.com,female,Information Technology,94,79
965,Laura,Walker,4,laura.walker.965@gslingacademy.com,female,Computer Science,33,79
966,Ashley,Green,3,ashley.green.966@gslingacademy.com,female,Information Technology,100,30
967,Beth,Bonilla,4,beth.bonilla.967@gslingacademy.com,female,Information Technology,47,58
968,Ray,Padilla,3,ray.padilla.968@gslingacademy.com,male,Computer Science,32,67
969,Jennifer,Cummings,2,jennifer.cummings.969@gslingacademy.com,female,Information Technology,67,58
970,Daniel,Peterson,2,daniel.peterson.970@gslingacademy.com,male,Computer Science,34,45
971,Andrew,Miller,1,andrew.miller.971@gslingacademy.com,male,Computer Science,87,48
972,Scott,Jacobson,4,scott.jacobson.972@gslingacademy.com,male,Computer Science,48,68
973,Jennifer,Baker,1,jennifer.baker.973@gslingacademy.com,female,Computer Science,28,100
974,Suzanne,Morrow,1,suzanne.morrow.974@gslingacademy.com,female,Computer Science,21,81
975,Melissa,Gonzales,2,melissa.gonzales.975@gslingacademy.com,female,Computer Science,84,6
976,Erik,Miller,1,erik.miller.976@gslingacademy.com,male,Information Technology,39,22
977,Pamela,Flores,1,pamela.flores.977@gslingacademy.com,female,Computer Science,97,5
978,Amanda,Hernandez,3,amanda.hernandez.978@gslingacademy.com,female,Information Technology,10,31
979,Gregory,Schaefer,1,gregory.schaefer.979@gslingacademy.com,male,Computer Science,100,50
980,Annette,Logan,3,annette.logan.980@gslingacademy.com,female,Computer Science,49,77
981,Tamara,Long,1,tamara.long.981@gslingacademy.com,female,Computer Science,48,36
982,John,Baker,1,john.baker.982@gslingacademy.com,male,Information Technology,53,26
983,Justin,Lynch,4,justin.lynch.983@gslingacademy.com,male,Computer Science,48,6
984,Daniel,Knight,3,daniel.knight.984@gslingacademy.com,male,Information Technology,46,19
985,Angelica,Jones,1,angelica.jones.985@gslingacademy.com,female,Computer Science,54,81
986,Lance,Nelson,2,lance.nelson.986@gslingacademy.com,male,Computer Science,13,77
987,Katherine,Jacobson,1,katherine.jacobson.987@gslingacademy.com,female,Computer Science,22,70
988,Corey,Taylor,4,corey.taylor.988@gslingacademy.com,male,Computer Science,3,92
989,Laura,Russell,2,laura.russell.989@gslingacademy.com,female,Information Technology,64,18
990,Arthur,Harris,2,arthur.harris.990@gslingacademy.com,male,Information Technology,19,91
991,Victoria,Garcia,4,victoria.garcia.991@gslingacademy.com,female,Computer Science,35,20
992,David,Gonzales,4,david.gonzales.992@gslingacademy.com,male,Information Technology,78,80
993,Charles,Thomas,2,charles.thomas.993@gslingacademy.com,male,Information Technology,57,90
994,Oscar,Gonzalez,3,oscar.gonzalez.994@gslingacademy.com,male,Computer Science,39,58
995,Sarah,Miller,3,sarah.miller.995@gslingacademy.com,female,Computer Science,23,63
996,Eric,Davis,2,eric.davis.996@gslingacademy.com,male,Information Technology,57,22
997,Patrick,Martin,4,patrick.martin.997@gslingacademy.com,male,Information Technology,5,52
998,Susan,Schmidt,4,susan.schmidt.998@gslingacademy.com,female,Computer Science,79,47
999,Brett,Bell,1,brett.bell.999@gslingacademy.com,male,Computer Science,57,75
1000,Dennis,Summers,4,dennis.summers.1000@gslingacademy.com,male,Information Technology,77,20
1001,Brandon,Smith,2,brandon.smith.1001@gslingacademy.com,male,Information Technology,85,48
1002,Nicole,Williams,4,nicole.williams.1002@gslingacademy.com,female,Computer Science,78,22
1003,Rachel,Frye,1,rachel.frye.1003@gslingacademy.com,female,Computer Science,52,40
1004,Tyler,Cabrera,2,tyler.cabrera.1004@gslingacademy.com,male,Computer Science,31,34
1005,Maureen,Jones,4,maureen.jones.1005@gslingacademy.com,female,Information Technology,5,39
1006,Pamela,Green,1,pamela.green.1006@gslingacademy.com,female,Computer Science,99,59
1007,Jeffery,Mcdonald,4,jeffery.mcdonald.1007@gslingacademy.com,male,Computer Science,71,41
1008,Austin,Matthews,1,austin.matthews.1008@gslingacademy.com,male,Information Technology,35,45
1009,Jacqueline,Allen,1,jacqueline.allen.1009@gslingacademy.com,female,Information Technology,46,76
1010,Joanna,Dominguez,4,joanna.dominguez.1010@gslingacademy.com,female,Computer Science,7,83
1011,Brian,Griffin,2,brian.griffin.1011@gslingacademy.com,male,Information Technology,3,62
1012,Dean,Lee,1,dean.lee.1012@gslingacademy.com,male,Information Technology,86,48
1013,Denise,Rodriguez,2,denise.rodriguez.1013@gslingacademy.com,female,Computer Science,53,100
1014,Brendan,Rivera,3,brendan.rivera.1014@gslingacademy.com,male,Information Technology,51,56
1015,Jackson,Smith,3,jackson.smith.1015@gslingacademy.com,male,Information Technology,87,16
1016,Craig,Weber,2,craig.weber.1016@gslingacademy.com,male,Information Technology,40,62
1017,Joseph,Carpenter,3,joseph.carpenter.1017@gslingacademy.com,male,Information Technology,89,23
1018,Sarah,Tucker,2,sarah.tucker.1018@gslingacademy.com,female,Computer Science,50,31
1019,Steven,Hernandez,2,steven.hernandez.1019@gslingacademy.com,male,Information Technology,98,14
1020,Robert,Foley,2,robert.foley.1020@gslingacademy.com,male,Information Technology,80,5
1021,Michael,Carr,4,michael.carr.1021@gslingacademy.com,male,Information Technology,95,80
1022,Walter,Herrera,2,walter.herrera.1022@gslingacademy.com,male,Information Technology,57,49
1023,Sarah,Mckinney,1,sarah.mckinney.1023@gslingacademy.com,female,Computer Science,93,33
1024,Jacob,Nguyen,1,jacob.nguyen.1024@gslingacademy.com,male,Information Technology,56,20
1025,Mary,Garza,3,mary.garza.1025@gslingacademy.com,female,Information Technology,59,94
1026,Jesse,Hawkins,3,jesse.hawkins.1026@gslingacademy.com,male,Computer Science,21,87
1027,Jordan,Boyd,1,jordan.boyd.1027@gslingacademy.com,female,Computer Science,85,67
1028,Latoya,Mullins,1,latoya.mullins.1028@gslingacademy.com,female,Information Technology,52,47
1029,Jill,Armstrong,3,jill.armstrong.1029@gslingacademy.com,female,Computer Science,21,3
1030,Aaron,Peterson,2,aaron.peterson.1030@gslingacademy.com,male,Computer Science,69,5
1031,April,Greene,2,april.greene.1031@gslingacademy.com,female,Computer Science,71,65
1032,Theodore,Gomez,2,theodore.gomez.1032@gslingacademy.com,male,Information Technology,32,62
1033,John,Gardner,4,john.gardner.1033@gslingacademy.com,male,Information Technology,97,79
1034,Joseph,Petersen,3,joseph.petersen.1034@gslingacademy.com,male,Computer Science,69,68
1035,Matthew,Potter,1,matthew.potter.1035@gslingacademy.com,male,Computer Science,61,30
1036,Linda,Munoz,2,linda.munoz.1036@gslingacademy.com,female,Computer Science,54,54
1037,Samantha,Stewart,4,samantha.stewart.1037@gslingacademy.com,female,Information Technology,30,81
1038,Michael,Reyes,3,michael.reyes.1038@gslingacademy.com,male,Information Technology,75,25
1039,Sarah,Murphy,4,sarah.murphy.1039@gslingacademy.com,female,Computer Science,26,84
1040,Derrick,Melton,4,derrick.melton.1040@gslingacademy.com,male,Computer Science,93,44
1041,Donna,Horne,3,donna.horne.1041@gslingacademy.com,female,Information Technology,94,46
1042,Natasha,Butler,2,natasha.butler.1042@gslingacademy.com,female,Information Technology,33,36
1043,David,Vasquez,1,david.vasquez.1043@gslingacademy.com,male,Computer Science,61,23
1044,Christopher,Lester,3,christopher.lester.1044@gslingacademy.com,male,Information Technology,88,20
1045,Martin,Franco,4,martin.franco.1045@gslingacademy.com,male,Information Technology,14,78
1046,Katherine,Donaldson,4,katherine.donaldson.1046@gslingacademy.com,female,Computer Science,80,34
1047,Harold,Daniels,1,harold.daniels.1047@gslingacademy.com,male,Information Technology,42,2
1048,Michael,Anderson,3,michael.anderson.1048@gslingacademy.com,male,Computer Science,67,66
1049,Nichole,Harrington,1,nichole.harrington.1049@gslingacademy.com,female,Computer Science,9,11
1050,Wendy,Clark,1,wendy.clark.1050@gslingacademy.com,female,Information Technology,96,64
1051,Chelsea,Taylor,2,chelsea.taylor.1051@gslingacademy.com,female,Information Technology,25,95
1052,Jeffrey,Knight,1,jeffrey.knight.1052@gslingacademy.com,male,Computer Science,54,9
1053,Katelyn,Watkins,4,katelyn.watkins.1053@gslingacademy.com,female,Information Technology,92,81
1054,Anne,Johnston,3,anne.johnston.1054@gslingacademy.com,female,Computer Science,54,57
1055,Rebecca,Carpenter,3,rebecca.carpenter.1055@gslingacademy.com,female,Information Technology,99,10
1056,Ashley,Baker,1,ashley.baker.1056@gslingacademy.com,female,Information Technology,53,66
1057,Lacey,Norris,1,lacey.norris.1057@gslingacademy.com,female,Information Technology,98,80
1058,Angela,Moore,1,angela.moore.1058@gslingacademy.com,female,Computer Science,37,42
1059,Maria,Obrien,2,maria.obrien.1059@gslingacademy.com,female,Computer Science,68,58
1060,Rebecca,Larsen,4,rebecca.larsen.1060@gslingacademy.com,female,Information Technology,80,55
1061,Amanda,Rodriguez,2,amanda.rodriguez.1061@gslingacademy.com,female,Information Technology,79,42
1062,Patrick,Clark,3,patrick.clark.1062@gslingacademy.com,male,Computer Science,34,49
1063,Janet,Morrison,4,janet.morrison.1063@gslingacademy.com,female,Computer Science,2,34
1064,James,Acosta,2,james.acosta.1064@gslingacademy.com,male,Information Technology,92,100
1065,Richard,Burke,3,richard.burke.1065@gslingacademy.com,male,Computer Science,88,26
1066,Donald,Contreras,4,donald.contreras.1066@gslingacademy.com,male,Computer Science,32,51
1067,Kenneth,Mendez,3,kenneth.mendez.1067@gslingacademy.com,male,Information Technology,69,24
1068,Kenneth,Sparks,4,kenneth.sparks.1068@gslingacademy.com,male,Information Technology,16,93
1069,Natasha,Morales,3,natasha.morales.1069@gslingacademy.com,female,Information Technology,73,34
1070,David,Mendoza,3,david.mendoza.1070@gslingacademy.com,male,Computer Science,27,70
1071,Melissa,Wright,1,melissa.wright.1071@gslingacademy.com,female,Computer Science,24,13
1072,Cindy,Hamilton,3,cindy.hamilton.1072@gslingacademy.com,female,Computer Science,36,67
1073,Nancy,Walker,3,nancy.walker.1073@gslingacademy.com,female,Computer Science,25,16
1074,Matthew,Peterson,3,matthew.peterson.1074@gslingacademy.com,male,Computer Science,46,30
1075,Grant,Mason,1,grant.mason.1075@gslingacademy.com,male,Computer Science,28,42
1076,David,Mays,3,david.mays.1076@gslingacademy.com,male,Computer Science,39,39
1077,Sheryl,Parker,3,sheryl.parker.1077@gslingacademy.com,female,Computer Science,64,36
1078,Ross,Sanchez,3,ross.sanchez.1078@gslingacademy.com,male,Information Technology,27,73
1079,Robert,Barnett,4,robert.barnett.1079@gslingacademy.com,male,Computer Science,64,47
1080,Dean,Sims,2,dean.sims.1080@gslingacademy.com,male,Computer Science,55,2
1081,Jaime,Morrison,2,jaime.morrison.1081@gslingacademy.com,male,Information Technology,99,12
1082,Regina,Hernandez,2,regina.hernandez.1082@gslingacademy.com,female,Computer Science,98,89
1083,Margaret,Smith,1,margaret.smith.1083@gslingacademy.com,female,Information Technology,54,2
1084,Kyle,Garcia,4,kyle.garcia.1084@gslingacademy.com,male,Computer Science,70,7
1085,Trevor,Stark,4,trevor.stark.1085@gslingacademy.com,male,Computer Science,31,15
1086,Nathaniel,Adams,1,nathaniel.adams.1086@gslingacademy.com,male,Computer Science,28,91
1087,Gabriela,Martinez,4,gabriela.martinez.1087@gslingacademy.com,female,Computer Science,2,5
1088,Debra,Walter,4,debra.walter.1088@gslingacademy.com,female,Information Technology,26,50
1089,Kimberly,Herrera,3,kimberly.herrera.1089@gslingacademy.com,female,Computer Science,87,23
1090,William,Fleming,1,william.fleming.1090@gslingacademy.com,male,Computer Science,98,40
1091,Brandon,Foster,1,brandon.foster.1091@gslingacademy.com,male,Information Technology,55,33
1092,John,Wilson,2,john.wilson.1092@gslingacademy.com,male,Computer Science,10,67
1093,George,Kerr,3,george.kerr.1093@gslingacademy.com,male,Information Technology,38,82
1094,Kenneth,Gilbert,2,kenneth.gilbert.1094@gslingacademy.com,male,Information Technology,89,41
1095,Jodi,Price,2,jodi.price.1095@gslingacademy.com,female,Information Technology,10,27
1096,Jordan,Sheppard,3,jordan.sheppard.1096@gslingacademy.com,male,Computer Science,58,29
1097,Tristan,Martinez,2,tristan.martinez.1097@gslingacademy.com,male,Information Technology,68,63
1098,Sharon,Chandler,1,sharon.chandler.1098@gslingacademy.com,female,Information Technology,19,71
1099,Steven,Allen,4,steven.allen.1099@gslingacademy.com,male,Information Technology,64,88
1100,Douglas,Robertson,2,douglas.robertson.1100@gslingacademy.com,male,Computer Science,43,21
1101,Sabrina,Zavala,4,sabrina.zavala.1101@gslingacademy.com,female,Information Technology,43,65
1102,Corey,Merritt,3,corey.merritt.1102@gslingacademy.com,male,Information Technology,75,1
1103,Jennifer,Salas,3,jennifer.salas.1103@gslingacademy.com,female,Computer Science,99,29
1104,John,Klein,4,john.klein.1104@gslingacademy.com,male,Computer Science,14,5
1105,Rachel,Grant,3,rachel.grant.1105@gslingacademy.com,female,Information Technology,87,53
1106,Jose,Wood,1,jose.wood.1106@gslingacademy.com,male,Computer Science,33,60
1107,Michelle,Mcdonald,2,michelle.mcdonald.1107@gslingacademy.com,female,Computer Science,26,55
1108,Thomas,George,2,thomas.george.1108@gslingacademy.com,male,Computer Science,46,62
1109,Charles,Torres,3,charles.torres.1109@gslingacademy.com,male,Computer Science,81,40
1110,Jonathan,Finley,1,jonathan.finley.1110@gslingacademy.com,male,Information Technology,67,8
1111,Diana,Long,4,diana.long.1111@gslingacademy.com,female,Computer Science,37,16
1112,Jonathan,Johnson,4,jonathan.johnson.1112@gslingacademy.com,male,Computer Science,45,13
1113,Nicole,Robinson,3,nicole.robinson.1113@gslingacademy.com,female,Computer Science,49,83
1114,Rebecca,Mckinney,1,rebecca.mckinney.1114@gslingacademy.com,female,Computer Science,59,70
1115,Daniel,Guerrero,3,daniel.guerrero.1115@gslingacademy.com,male,Information Technology,21,3
1116,Jillian,Dominguez,4,jillian.dominguez.1116@gslingacademy.com,female,Computer Science,58,83
1117,Samantha,Phillips,4,samantha.phillips.1117@gslingacademy.com,female,Information Technology,8,37
1118,Dylan,Rogers,1,dylan.rogers.1118@gslingacademy.com,male,Information Technology,41,35
1119,Brittany,Spencer,2,brittany.spencer.1119@gslingacademy.com,female,Computer Science,77,30
1120,Melissa,Terry,2,melissa.terry.1120@gslingacademy.com,female,Information Technology,82,51
1121,Robin,Perez,3,robin.perez.1121@gslingacademy.com,female,Computer Science,39,77
1122,Veronica,Hopkins,2,veronica.hopkins.1122@gslingacademy.com,female,Computer Science,30,87
1123,Daniel,Lewis,4,daniel.lewis.1123@gslingacademy.com,male,Information Technology,13,93
1124,Mallory,Collins,1,mallory.collins.1124@gslingacademy.com,female,Information Technology,66,74
1125,Stephen,Sosa,4,stephen.sosa.1125@gslingacademy.com,male,Computer Science,13,89
1126,Andrew,Hunter,1,andrew.hunter.1126@gslingacademy.com,male,Information Technology,33,53
1127,David,Hartman,2,david.hartman.1127@gslingacademy.com,male,Information Technology,13,38
1128,Paul,Taylor,4,paul.taylor.1128@gslingacademy.com,male,Information Technology,24,61
1129,Brittany,Simmons,2,brittany.simmons.1129@gslingacademy.com,female,Computer Science,7,20
1130,Emma,Jones,3,emma.jones.1130@gslingacademy.com,female,Information Technology,96,49
1131,Matthew,Aguilar,3,matthew.aguilar.1131@gslingacademy.com,male,Information Technology,55,48
1132,Brett,Myers,4,brett.myers.1132@gslingacademy.com,male,Information Technology,37,19
1133,Lisa,Alexander,4,lisa.alexander.1133@gslingacademy.com,female,Information Technology,2,70
1134,Stephanie,Allen,4,stephanie.allen.1134@gslingacademy.com,female,Information Technology,51,17
1135,Rebecca,Clark,1,rebecca.clark.1135@gslingacademy.com,female,Information Technology,68,87
1136,Andrew,Sanders,2,andrew.sanders.1136@gslingacademy.com,male,Information Technology,80,41
1137,Julia,Day,2,julia.day.1137@gslingacademy.com,female,Information Technology,83,74
1138,Amber,Levy,2,amber.levy.1138@gslingacademy.com,female,Information Technology,53,90
1139,Nicole,Daniel,1,nicole.daniel.1139@gslingacademy.com,female,Information Technology,57,57
1140,Sarah,Wells,4,sarah.wells.1140@gslingacademy.com,female,Information Technology,14,98
1141,Laura,Stone,3,laura.stone.1141@gslingacademy.com,female,Information Technology,47,85
1142,Katherine,Glenn,2,katherine.glenn.1142@gslingacademy.com,female,Information Technology,95,6
1143,Catherine,Mccall,4,catherine.mccall.1143@gslingacademy.com,female,Information Technology,64,79
1144,Tammy,Andrews,4,tammy.andrews.1144@gslingacademy.com,female,Computer Science,76,79
1145,Kathryn,Powell,4,kathryn.powell.1145@gslingacademy.com,female,Computer Science,1,45
1146,Michael,Lutz,3,michael.lutz.1146@gslingacademy.com,male,Computer Science,28,94
1147,Brian,Myers,1,brian.myers.1147@gslingacademy.com,male,Computer Science,84,46
1148,Maria,Adams,1,maria.adams.1148@gslingacademy.com,female,Computer Science,10,43
1149,Ronnie,Nguyen,1,ronnie.nguyen.1149@gslingacademy.com,male,Computer Science,24,72
1150,Daniel,Stephens,3,daniel.stephens.1150@gslingacademy.com,male,Information Technology,63,33
1151,Brandon,Oliver,1,brandon.oliver.1151@gslingacademy.com,male,Information Technology,43,57
1152,David,Vazquez,1,david.vazquez.1152@gslingacademy.com,male,Computer Science,62,52
1153,Desiree,Moore,3,desiree.moore.1153@gslingacademy.com,female,Computer Science,91,79
1154,Jessica,Turner,2,jessica.turner.1154@gslingacademy.com,female,Information Technology,77,57
1155,Scott,Bishop,1,scott.bishop.1155@gslingacademy.com,male,Computer Science,10,16
1156,Cassandra,Flores,3,cassandra.flores.1156@gslingacademy.com,female,Computer Science,81,71
1157,Miguel,Hernandez,3,miguel.hernandez.1157@gslingacademy.com,male,Information Technology,47,26
1158,Brittany,Welch,1,brittany.welch.1158@gslingacademy.com,female,Information Technology,14,77
1159,Robert,Ross,4,robert.ross.1159@gslingacademy.com,male,Information Technology,25,85
1160,Jennifer,White,4,jennifer.white.1160@gslingacademy.com,female,Information Technology,17,16
1161,Rebecca,Smith,2,rebecca.smith.1161@gslingacademy.com,female,Information Technology,60,65
1162,Jessica,Ferrell,3,jessica.ferrell.1162@gslingacademy.com,female,Information Technology,20,83
1163,Jeremy,Montgomery,2,jeremy.montgomery.1163@gslingacademy.com,male,Computer Science,39,25
1164,Angel,Gilbert,2,angel.gilbert.1164@gslingacademy.com,female,Information Technology,79,2
1165,Rebecca,Roman,1,rebecca.roman.1165@gslingacademy.com,female,Computer Science,91,55
1166,Frank,Lopez,4,frank.lopez.1166@gslingacademy.com,male,Information Technology,14,18
1167,Thomas,Hernandez,2,thomas.hernandez.1167@gslingacademy.com,male,Information Technology,12,17
1168,Crystal,Miller,4,crystal.miller.1168@gslingacademy.com,female,Computer Science,36,41
1169,Nicholas,Wallace,3,nicholas.wallace.1169@gslingacademy.com,male,Computer Science,98,53
1170,Arthur,Brown,1,arthur.brown.1170@gslingacademy.com,male,Information Technology,89,16
1171,Corey,Monroe,3,corey.monroe.1171@gslingacademy.com,male,Information Technology,12,47
1172,Angel,Green,4,angel.green.1172@gslingacademy.com,female,Computer Science,28,17
1173,Tina,Anderson,4,tina.anderson.1173@gslingacademy.com,female,Information Technology,14,65
1174,Rebecca,Khan,1,rebecca.khan.1174@gslingacademy.com,female,Computer Science,34,66
1175,Terry,Dean,4,terry.dean.1175@gslingacademy.com,male,Computer Science,36,49
1176,Tyler,Martin,3,tyler.martin.1176@gslingacademy.com,male,Information Technology,30,65
1177,Derrick,Hartman,4,derrick.hartman.1177@gslingacademy.com,male,Information Technology,62,72
1178,Mark,Stevens,3,mark.stevens.1178@gslingacademy.com,male,Computer Science,95,27
1179,Scott,Tate,3,scott.tate.1179@gslingacademy.com,male,Information Technology,75,97
1180,Melissa,Deleon,3,melissa.deleon.1180@gslingacademy.com,female,Computer Science,52,46
1181,Nicole,Newman,2,nicole.newman.1181@gslingacademy.com,female,Computer Science,50,42
1182,Brent,Burton,4,brent.burton.1182@gslingacademy.com,male,Information Technology,11,5
1183,Victor,Bright,2,victor.bright.1183@gslingacademy.com,male,Computer Science,58,32
1184,Kenneth,Turner,2,kenneth.turner.1184@gslingacademy.com,male,Information Technology,66,84
1185,Lisa,Bailey,1,lisa.bailey.1185@gslingacademy.com,female,Computer Science,39,66
1186,Nancy,Fowler,3,nancy.fowler.1186@gslingacademy.com,female,Information Technology,15,15
1187,Gabriel,Wilson,3,gabriel.wilson.1187@gslingacademy.com,male,Information Technology,24,53
1188,Andrea,Barrett,4,andrea.barrett.1188@gslingacademy.com,female,Information Technology,8,86
1189,Jessica,Williams,1,jessica.williams.1189@gslingacademy.com,female,Computer Science,9,56
1190,Hector,Cox,2,hector.cox.1190@gslingacademy.com,male,Computer Science,25,62
1191,Michelle,Mendoza,4,michelle.mendoza.1191@gslingacademy.com,female,Computer Science,44,39
1192,Adam,Wallace,2,adam.wallace.1192@gslingacademy.com,male,Computer Science,21,48
1193,Kelly,Harris,4,kelly.harris.1193@gslingacademy.com,female,Information Technology,65,84
1194,Anthony,Clark,2,anthony.clark.1194@gslingacademy.com,male,Information Technology,44,9
1195,Randall,Wyatt,4,randall.wyatt.1195@gslingacademy.com,male,Computer Science,11,45
1196,Ryan,Sutton,3,ryan.sutton.1196@gslingacademy.com,male,Computer Science,37,99
1197,Rick,Garcia,3,rick.garcia.1197@gslingacademy.com,male,Information Technology,75,93
1198,Frank,Schmitt,3,frank.schmitt.1198@gslingacademy.com,male,Information Technology,97,98
1199,Alan,Mcgrath,2,alan.mcgrath.1199@gslingacademy.com,male,Computer Science,56,21
1200,Lauren,Gomez,1,lauren.gomez.1200@gslingacademy.com,female,Information Technology,59,19
1201,Katherine,Taylor,1,katherine.taylor.1201@gslingacademy.com,female,Information Technology,1,82
1202,Ashley,York,3,ashley.york.1202@gslingacademy.com,female,Information Technology,86,4
1203,Charles,Rangel,3,charles.rangel.1203@gslingacademy.com,male,Computer Science,76,63
1204,Brooke,Burnett,1,brooke.burnett.1204@gslingacademy.com,female,Computer Science,52,47
1205,Ronald,Lane,1,ronald.lane.1205@gslingacademy.com,male,Information Technology,87,81
1206,Emma,Andrews,3,emma.andrews.1206@gslingacademy.com,female,Information Technology,1,31
1207,Nancy,Esparza,4,nancy.esparza.1207@gslingacademy.com,female,Computer Science,78,61
1208,Sean,Erickson,3,sean.erickson.1208@gslingacademy.com,male,Computer Science,54,37
1209,Heather,Davis,3,heather.davis.1209@gslingacademy.com,female,Information Technology,3,56
1210,Kimberly,Bailey,1,kimberly.bailey.1210@gslingacademy.com,female,Information Technology,48,95
1211,Tracy,Garcia,3,tracy.garcia.1211@gslingacademy.com,female,Information Technology,79,87
1212,Brenda,Rhodes,1,brenda.rhodes.1212@gslingacademy.com,female,Computer Science,21,3
1213,Sarah,Brooks,3,sarah.brooks.1213@gslingacademy.com,female,Information Technology,45,52
1214,Jennifer,Beck,3,jennifer.beck.1214@gslingacademy.com,female,Information Technology,92,22
1215,Allison,Bond,2,allison.bond.1215@gslingacademy.com,female,Computer Science,81,41
1216,Jessica,Smith,3,jessica.smith.1216@gslingacademy.com,female,Computer Science,64,37
1217,Carol,Nguyen,1,carol.nguyen.1217@gslingacademy.com,female,Information Technology,53,48
1218,George,Francis,3,george.francis.1218@gslingacademy.com,male,Computer Science,37,6
1219,Michelle,Dixon,1,michelle.dixon.1219@gslingacademy.com,female,Information Technology,29,100
1220,Linda,George,1,linda.george.1220@gslingacademy.com,female,Information Technology,25,9
1221,Larry,Bruce,2,larry.bruce.1221@gslingacademy.com,male,Information Technology,63,47
1222,Charles,Myers,4,charles.myers.1222@gslingacademy.com,male,Computer Science,89,87
1223,Matthew,Boyd,1,matthew.boyd.1223@gslingacademy.com,male,Computer Science,78,16
1224,Ronald,Brewer,2,ronald.brewer.1224@gslingacademy.com,male,Information Technology,59,56
1225,Kimberly,Mcgee,4,kimberly.mcgee.1225@gslingacademy.com,female,Information Technology,39,89
1226,Jill,Anderson,2,jill.anderson.1226@gslingacademy.com,female,Information Technology,38,45
1227,David,Coffey,2,david.coffey.1227@gslingacademy.com,male,Computer Science,24,27
1228,Brittany,Henderson,3,brittany.henderson.1228@gslingacademy.com,female,Computer Science,48,24
1229,Holly,Richardson,1,holly.richardson.1229@gslingacademy.com,female,Information Technology,37,89
1230,Justin,Brooks,4,justin.brooks.1230@gslingacademy.com,male,Computer Science,2,45
1231,Joan,Frederick,3,joan.frederick.1231@gslingacademy.com,female,Computer Science,61,28
1232,Loretta,Webb,2,loretta.webb.1232@gslingacademy.com,female,Information Technology,72,10
1233,Toni,Zimmerman,2,toni.zimmerman.1233@gslingacademy.com,female,Information Technology,22,44
1234,Jaime,Houston,2,jaime.houston.1234@gslingacademy.com,female,Computer Science,80,16
1235,Jacqueline,Goodman,2,jacqueline.goodman.1235@gslingacademy.com,female,Computer Science,20,43
1236,Brian,Crawford,2,brian.crawford.1236@gslingacademy.com,male,Information Technology,12,80
1237,John,Reynolds,3,john.reynolds.1237@gslingacademy.com,male,Computer Science,39,34
1238,Heather,Marsh,4,heather.marsh.1238@gslingacademy.com,female,Computer Science,3,89
1239,Dawn,Flores,2,dawn.flores.1239@gslingacademy.com,female,Computer Science,96,26
1240,Christie,Lane,4,christie.lane.1240@gslingacademy.com,female,Computer Science,51,7
1241,Traci,Johnson,4,traci.johnson.1241@gslingacademy.com,female,Computer Science,38,65
1242,Robert,Hartman,1,robert.hartman.1242@gslingacademy.com,male,Computer Science,72,86
1243,Christopher,Porter,1,christopher.porter.1243@gslingacademy.com,male,Computer Science,92,15
1244,Phillip,Lynch,3,phillip.lynch.1244@gslingacademy.com,male,Information Technology,37,91
1245,Matthew,Green,1,matthew.green.1245@gslingacademy.com,male,Computer Science,43,6
1246,Jesse,Johnson,3,jesse.johnson.1246@gslingacademy.com,male,Computer Science,100,42
1247,Donna,Andrews,3,donna.andrews.1247@gslingacademy.com,female,Computer Science,67,92
1248,Timothy,Hall,3,timothy.hall.1248@gslingacademy.com,male,Information Technology,52,31
1249,Amy,Hicks,3,amy.hicks.1249@gslingacademy.com,female,Information Technology,20,75
1250,Susan,Wall,1,susan.wall.1250@gslingacademy.com,female,Information Technology,46,7
1251,David,Fields,3,david.fields.1251@gslingacademy.com,male,Computer Science,22,54
1252,Terri,Lyons,2,terri.lyons.1252@gslingacademy.com,female,Information Technology,13,65
1253,Eric,Jones,3,eric.jones.1253@gslingacademy.com,male,Information Technology,41,5
1254,Betty,Nguyen,4,betty.nguyen.1254@gslingacademy.com,female,Information Technology,2,79
1255,Albert,Anderson,1,albert.anderson.1255@gslingacademy.com,male,Information Technology,20,65
1256,Katrina,Montgomery,4,katrina.montgomery.1256@gslingacademy.com,female,Computer Science,68,35
1257,Samantha,Cole,4,samantha.cole.1257@gslingacademy.com,female,Information Technology,32,26
1258,Kathleen,Potts,2,kathleen.potts.1258@gslingacademy.com,female,Computer Science,83,11
1259,Melissa,Edwards,3,melissa.edwards.1259@gslingacademy.com,female,Information Technology,1,46
1260,Mark,Delgado,1,mark.delgado.1260@gslingacademy.com,male,Information Technology,90,31
1261,Derek,Bates,3,derek.bates.1261@gslingacademy.com,male,Computer Science,54,88
1262,Ryan,Ruiz,1,ryan.ruiz.1262@gslingacademy.com,male,Computer Science,57,56
1263,Charles,Gill,2,charles.gill.1263@gslingacademy.com,male,Information Technology,43,34
1264,Amanda,Edwards,2,amanda.edwards.1264@gslingacademy.com,female,Computer Science,38,61
1265,Emily,Waters,3,emily.waters.1265@gslingacademy.com,female,Computer Science,98,65
1266,John,Stevenson,1,john.stevenson.1266@gslingacademy.com,male,Computer Science,17,67
